Date,Mitzvos,English Title(s),Source,Sefaria_Link,Sefaria_Link
2026-05-14,"326, 327",To send the impure from the Temple & Impure people must not enter the Temple,Bamidbar 5:2 & Bamidbar 5:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.78?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.79?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.78?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.79?lang=bi
2026-05-15,"328, 329",[Certain] impure people must not enter [even] the Temple Mount area & Impure Kohanim must not do service in the temple,Devarim 23:11 & Vayikra 22:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.80?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.81?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.80?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.81?lang=bi
2026-05-16,"330, 331","An impure Kohen, following immersion, must wait until after sundown before returning to service & A Kohen must wash his hands and feet before service",Vayikra 21:6 & Shemos 30:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.82?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.83?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.82?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.83?lang=bi
2026-05-17,"332, 333",A Kohen with a physical blemish must not enter the sanctuary or approach the altar & A Kohen with a physical blemish must not serve,Vayikra 21:23 & Vayikra 21:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.84?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.85?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.84?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.85?lang=bi
2026-05-18,"334, 335",A Kohen with a temporary blemish must not serve & One who is not a Kohen must not serve,Vayikra 21:18 & Bamidbar 18:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.86?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.87?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.86?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.87?lang=bi
2026-05-19,"336, 337",To offer only unblemished animals & Not to dedicate a blemished animal for the altar,Vayikra 22:21 & Vayikra 22:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.88?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.89?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.88?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.89?lang=bi
2026-05-20,"338, 339",Not to slaughter it & Not to sprinkle its blood,Vayikra 22:22 & Vayikra 22:24,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.90?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.91?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.90?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.91?lang=bi
2026-05-21,"340, 341",Not to burn its fat & Not to offer a temporarily blemished animal,Vayikra 22:22 & Devarim 17:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.92?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.93?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.92?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.93?lang=bi
2026-05-22,"342, 343",Not to sacrifice blemished animals even if offered by non-Jews & Not to inflict wounds upon dedicated animals,Vayikra 22:25 & Vayikra 22:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.94?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.95?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.94?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.95?lang=bi
2026-05-23,"344, 345",To redeem dedicated animals which have become disqualified & To offer only animals which are at least eight days old,Devarim 12:15 & Vayikra 22:27,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.96?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.97?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.96?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.97?lang=bi
2026-05-24,"346, 347",Not to offer animals bought with the wages of a harlot or the animal exchanged for a dog & Not to burn honey or yeast on the altar,Devarim 23:19 & Vayikra 2:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.98?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.99?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.98?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.99?lang=bi
2026-05-25,"348, 349",To salt all sacrifices & Not to omit the salt from sacrifices,Vayikra 2:13 & Vayikra 2:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.100?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.101?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.100?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.101?lang=bi
2026-05-26,"350, 351",Carry out the procedure of the burnt offering as prescribed in the Torah & Not to eat its meat,Vayikra 1:3 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.102?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.103?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.102?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.103?lang=bi
2026-05-27,"352, 353",Carry out the procedure of the sin offering & Not to eat the meat of the inner sin offering,Vayikra 6:18 & Vayikra 6:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.104?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.105?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.104?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.105?lang=bi
2026-05-28,"354, 355",Not to decapitate a fowl brought as a sin offering & Carry out the procedure of the guilt offering,Vayikra 5:8 & Vayikra 7:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.106?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.107?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.106?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.107?lang=bi
2026-05-29,"356, 357",The Kohanim must eat the sacrificial meat in the Temple & The Kohanim must not eat the meat outside the Temple courtyard,Shemos 29:33 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.108?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.109?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.108?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.109?lang=bi
2026-05-30,"358, 359",A non-Kohen must not eat [certain] sacrificial meats & To follow the procedure of the peace offering,Shemos 29:33 & Vayikra 7:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.110?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.111?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.110?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.111?lang=bi
2026-05-31,"360, 361",Not to eat the meat of minor sacrifices before sprinkling the blood & To bring meal offerings as prescribed in the Torah,Devarim 12:17 & Vayikra 2:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.112?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.113?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.112?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.113?lang=bi
2026-06-01,"362, 363",Not to put oil on the meal offerings of wrongdoers & Not to put frankincense on the meal offerings of wrongdoers,Vayikra 5:11 & Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.114?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.115?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.114?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.115?lang=bi
2026-06-02,"364, 365",The meal offering of a Priest should not be eaten & Not to bake a meal offering as leavened bread,Vayikra 6:16 & Vayikra 6:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.116?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.117?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.116?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.117?lang=bi
2026-06-03,"366, 367",The Kohanim must eat the remains of the meal offerings & To bring all avowed and freewill offerings to the Temple on the first subsequent festival,Vayikra 6:9 & Devarim 12:5-6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.118?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.119?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.118?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.119?lang=bi
2026-06-04,"368, 369",Not to withhold payment incurred by any vow & To offer all sacrifices in the Temple,Devarim 23:22 & Devarim 12:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.120?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.121?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.120?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.121?lang=bi
2026-06-05,"370, 371",To bring all sacrifices from outside Israel to the Temple & Not to slaughter sacrifices outside the courtyard,Devarim 12:26 & Vayikra 17:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.122?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.123?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.122?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.123?lang=bi
2026-06-06,"372, 373",Not to offer any sacrifices outside the courtyard & To offer two lambs every day,Devarim 12:13 & Bamidbar 28:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.124?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.125?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.124?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.125?lang=bi
2026-06-07,"374, 375",To light a fire on the altar every day & Not to extinguish this fire,Vayikra 6:5 & Vayikra 6:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.126?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.127?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.126?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.127?lang=bi
2026-06-08,"376, 377",To remove the ashes from the altar every day & To burn incense every day,Vayikra 6:3 & Shemos 30:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.128?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.129?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.128?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.129?lang=bi
2026-06-09,"378, 379",To light the Menorah every day & The High Priest must bring a meal offering every day,Shemos 27:21 & Vayikra 6:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.130?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.131?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.130?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.131?lang=bi
2026-06-10,"380, 381",To bring two additional lambs as burnt offerings on Shabbat & To make the show bread,Bamidbar 28:9 & Shemos 25:30,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.132?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.133?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.132?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.133?lang=bi
2026-06-11,"382, 383",To bring additional offerings on the New Month (Rosh Chodesh) & To bring additional offerings on Passover,Bamidbar 28:11 & Bamidbar 28:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.134?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.135?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.134?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.135?lang=bi
2026-06-12,"384, 385",To offer the wave offering from the meal of the new wheat (on the 2nd day of Passover) & Each man must count the Omer,Vayikra 23:10 & seven weeks from the day the new wheat offering was brought—Leviticus 23:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.136?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.137?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.136?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.137?lang=bi
2026-06-13,"386, 387",To bring additional offerings on Shavuot & To bring two loaves to accompany the above sacrifice,Bamidbar 28:26 & Vayikra 23:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.138?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.139?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.138?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.139?lang=bi
2026-06-14,"388, 389",To bring additional offerings on Rosh Hashanah & To bring additional offerings on Yom Kippur,Bamidbar 29:2 & Bamidbar 29:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.140?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.141?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.140?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.141?lang=bi
2026-06-15,"390, 391",To bring additional offerings on Sukkot & To bring additional offerings on Shmini Atzeret,Bamidbar 29:13 & Bamidbar 29:35,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.142?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.143?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.142?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.143?lang=bi
2026-06-16,"392, 393",Not to eat sacrifices which have become unfit or blemished & Not to eat from sacrifices offered with improper intentions,Devarim 14:3 & Vayikra 7:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.144?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.145?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.144?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.145?lang=bi
2026-06-17,"394, 395",Not to leave sacrifices past the time allowed for eating them & Not to eat from that which was left over,Vayikra 22:30 & Vayikra 19:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.146?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.147?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.146?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.147?lang=bi
2026-06-18,"396, 397",Not to eat from sacrifices which became impure & An impure person must not eat from sacrifices,Vayikra 7:19 & Vayikra 7:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.148?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.149?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.148?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.149?lang=bi
2026-06-19,"398, 399",To burn the leftover sacrifices & To burn all impure sacrifices,Vayikra 7:17 & Vayikra 7:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.150?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.151?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.150?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.151?lang=bi
2026-06-20,"400, 401",To follow the procedure of Yom Kippur in the sequence prescribed in the Torah & One who profaned holy property must repay what he profaned plus a fifth and bring a sacrifice,Vayikra 16:3 & Vayikra 5:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.152?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.153?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.152?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.153?lang=bi
2026-06-21,"402, 403",Not to work consecrated animals & Not to shear the fleece of consecrated animals,Devarim 15:19 & Devarim 15:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.154?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.155?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.154?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.155?lang=bi
2026-06-22,"404, 405",To slaughter the Paschal sacrifice at the specified time & Not to slaughter it while in possession of leaven,Shemos 12:6 & Shemos 23:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.156?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.157?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.156?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.157?lang=bi
2026-06-23,"406, 407",Not to leave the fat overnight & To slaughter the second Paschal Lamb,Shemos 23:18 & Bamidbar 9:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.158?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.159?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.158?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.159?lang=bi
2026-06-24,"408, 409",To eat the Paschal Lamb with Matzah and Maror on the night of the 15th of Nissan & To eat the second Paschal Lamb on the night of the 15th of Iyar,Shemos 12:8 & Bamidbar 9:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.160?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.161?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.160?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.161?lang=bi
2026-06-25,"410, 411",Not to eat the Paschal meat raw or boiled & Not to take the Paschal meat from the confines of its group,Shemos 12:9 & Shemos 12:46,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.162?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.163?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.162?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.163?lang=bi
2026-06-26,"412, 413",An apostate must not eat from it & A permanent or temporary [non-Jewish] hired worker must not eat from it,Shemos 12:43 & Shemos 12:45,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.164?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.165?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.164?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.165?lang=bi
2026-06-27,"414, 415",An uncircumcised male must not eat from it & Not to break any bones from the Paschal offering,Shemos 12:48 & Shemos 12:46,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.166?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.167?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.166?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.167?lang=bi
2026-06-28,"416, 417",Not to break any bones from the second Paschal offering & Not to leave any meat from the Paschal offering over until morning,Bamidbar 9:12 & Shemos 12:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.168?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.169?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.168?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.169?lang=bi
2026-06-29,"418, 419",Not to leave the second Paschal meat over until morning & Not to leave the meat of the holiday offering of the 14th until the 16th,Bamidbar 9:12 & Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.170?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.171?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.170?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.171?lang=bi
2026-06-30,"420, 421","To be seen at the Temple on Passover, Shavuot, and Sukkot & To celebrate on these three Festivals (by bringing a offering)",Devarim 16:16 & Shemos 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.172?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.173?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.172?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.173?lang=bi
2026-07-01,"422, 423",To rejoice on these three Festivals & Not to appear at the Temple without offerings,Devarim 16:14 & Devarim 16:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.174?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.175?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.174?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.175?lang=bi
2026-07-02,"424, 425","Not to refrain from rejoicing with, and giving gifts to, the Levites & To assemble all the people on the Sukkot following the seventh year [the king publicly reads portions of the Torah]",Devarim 12:19 & Devarim 31:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.176?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.177?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.176?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.177?lang=bi
2026-07-03,"426, 427","To set aside the firstborn animals [to be eaten by the Kohanim, and sacrificed unless they are blemished] & The Kohanim must not eat unblemished firstborn animals outside Jerusalem",Shemos 13:12 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.178?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.179?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.178?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.179?lang=bi
2026-07-04,"428, 429","Not to redeem a firstborn kosher animal & Separate the tithe from animals [to be eaten by the Kohanim, and sacrificed unless they are blemished]",Bamidbar 18:17 & Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.180?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.181?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.180?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.181?lang=bi
2026-07-05,"430, 431",Not to redeem the tithe & Every person must bring a sin offering for his transgression,Vayikra 27:33 & Vayikra 4:27,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.182?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.183?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.182?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.183?lang=bi
2026-07-06,"432, 433",Bring an asham talui offering when uncertain of guilt & Bring an asham vadai offering [for certain sins] when guilt is ascertained,Vayikra 5:17-18 & Vayikra 5:25,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.184?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.185?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.184?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.185?lang=bi
2026-07-07,"434, 435","Bring an oleh v'yored offering (if the person is wealthy, an animal; if poor, a bird or meal offering) [for certain sins] & The Sanhedrin must bring an offering when it rules in error",Vayikra 5:7-11 & Vayikra 4:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.186?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.187?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.186?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.187?lang=bi
2026-07-08,"436, 437",A woman who had a running issue must bring an offering after she goes to the Mikvah & A woman who gave birth must bring an offering after she goes to the Mikvah,Vayikra 15:28-29 & Vayikra 12:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.188?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.189?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.188?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.189?lang=bi
