Date,Sequential_Number,Mitzvah_Type_Number,Summary,Sefaria_Link
2026-09-10,514,Negative 128,Not to from feeding the Pesach-offering to an Israelite who has defected,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.128?lang=bi
2026-09-11,515,Negative 129,Not to from smashing and destroying houses of divine service; and from destro...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.129?lang=bi
2026-09-11,516,Negative 130,Not to from eating consecrated meat that has become impure,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.130?lang=bi
2026-09-12,517,Negative 131,Not to from leaving one hung on a tree overnight; so that the 'blessing' of G...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.131?lang=bi
2026-09-12,518,Negative 132,Not to from eating piggul,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.132?lang=bi
2026-09-13,519,Negative 133,Not to from being lethargic in guarding the Temple and constantly walking aro...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.133?lang=bi
2026-09-13,520,Negative 134,"That He prohibited a tenant of a priest, or his hired servant from eating the...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.134?lang=bi
2026-09-14,521,Negative 135,"That He prohibited the high priest from entering the Temple at any time, due ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.135?lang=bi
2026-09-14,522,Negative 136,He prohibited an impure priest from eating the priestly tithe,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.136?lang=bi
2026-09-15,523,Negative 137,That He prohibited a priest with a blemish to enter the Temple - meaning to s...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.137?lang=bi
2026-09-15,524,Negative 138,Not to from eating a meal-offering of a priest,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.138?lang=bi
2026-09-16,525,Negative 139,That He prohibited a priest with a permanent blemish to serve [in the Temple],https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.139?lang=bi
2026-09-16,526,Negative 140,Not to from eating disqualified consecrated foods that are not permissible to...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.140?lang=bi
2026-09-17,527,Negative 141,That He prohibited a priest with a temporary blemish - such as scurvy or a sc...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.141?lang=bi
2026-09-17,528,Negative 142,"Not to from consuming the second tithe from wine, outside of Jerusalem",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.142?lang=bi
2026-09-18,529,Negative 143,That He prohibited the Levites from occupying themselves with any of the serv...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.143?lang=bi
2026-09-18,530,Negative 144,Not to from eating a firstborn animal outside of Jerusalem when it is flawless,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.144?lang=bi
2026-09-19,531,Negative 145,Not to from entering the Temple or giving instruction about one of the laws o...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.145?lang=bi
2026-09-19,532,Negative 146,Not to from eating the meat of a burnt-offering,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.146?lang=bi
2026-09-20,533,Negative 147,That He prohibited an outsider (zar) from serving in the Temple - meaning to ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.147?lang=bi
2026-09-20,534,Negative 148,Not to - that an outsider not eat higher consecrated food (kodeshei hakodashim),https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.148?lang=bi
2026-09-21,535,Negative 149,That He prohibited an impure priest from serving [in the Temple],https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.149?lang=bi
2026-09-21,536,Negative 150,Not to from eating second tithe when impure - even in Jerusalem - until it ha...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.150?lang=bi
2026-09-22,537,Negative 151,That He prohibited a priest that has immersed on that day (tevul yom) from se...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.151?lang=bi
2026-09-22,538,Negative 152,He prohibited us from spending the [redemption] money of second tithe except ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.152?lang=bi
2026-09-23,539,Negative 153,That He prohibited any impure person from entering the Sanctuary (the Taberna...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.153?lang=bi
2026-09-23,540,Negative 154,"He prohibited having some laws of [produce] precede others, but they should r...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.154?lang=bi
2026-09-24,541,Negative 155,That He prohibited any impure person from entering the camp of the Levites - ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.155?lang=bi
2026-09-24,542,Negative 156,"Not to from going up on pilgrimage without there being a sacrifice with us, s...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.156?lang=bi
2026-09-25,543,Negative 157,Not to from building an altar of stones that have been touched by iron,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.157?lang=bi
2026-09-25,544,Negative 158,That He prohibited a priest from taking (marrying) a zonah (a woman who had s...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.158?lang=bi
2026-09-26,545,Negative 159,"Not to from ascending the altar by steps - so that one not take a large step,...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.159?lang=bi
2026-09-26,546,Negative 160,That He prohibited a priest - that he not take (marry) a divorcee,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.160?lang=bi
2026-09-27,547,Negative 161,Not to from extinguishing the fire on top of the altar,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.161?lang=bi
2026-09-27,548,Negative 162,"He prohibited a high priest - that he not have sexual relations with a widow,...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.162?lang=bi
2026-09-28,549,Negative 163,Not to from offering any sacrifices on top of the golden altar in the sanctuary,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.163?lang=bi
2026-09-28,550,Negative 164,That He prohibited the priests from entering the Temple and having torn garments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.164?lang=bi
2026-09-29,551,Negative 165,Not to from making oil like the anointing oil,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.165?lang=bi
2026-09-29,552,Negative 166,"That He prohibited an ordinary priest from becoming impure for the dead, othe...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.166?lang=bi
2026-09-30,553,Negative 167,He prohibited us from anointing [anyone] besides the high priests and kings w...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.167?lang=bi
2026-09-30,554,Negative 168,He prohibited a high priest from becoming impure from any dead body in any fo...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.168?lang=bi
2026-10-01,555,Negative 169,He prohibited us from making a vapor with the configuration of the [Temple] i...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.169?lang=bi
2026-10-01,556,Negative 170,It is the prohibition that the entire tribe of Levi  was also prohibited from...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.170?lang=bi
2026-10-02,557,Negative 171,He prohibited us from removing the poles of the ark from the rings,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.171?lang=bi
2026-10-02,558,Negative 172,He prohibited us from eating impure (domesticated) beasts and impure (wild) a...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.172?lang=bi
2026-10-03,559,Negative 173,He prohibited us from removing the breastplate from the ephod (a type of apro...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.173?lang=bi
2026-10-04,560,Negative 174,"He prohibited us from tearing the edge of the robe of the high priest, but it...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.174?lang=bi
